transliteration,meaning_en,meaning_ar,phnid,hieroglyphs
Hr idbwy,the Banks of Horus (Egypt),ضفتي حورس (مصر),13,𓅃𓈅𓈅
Hr-a,arrears,المتأخّر (عن السداد),13,𓁷𓂋𓏏𓂝𓏤𓅪𓏥
Hr-a,"arrears, remainder",المتبقي، المتأخَّر (في السداد),13,𓁷𓏤𓂝𓏤𓏛𓏥𓁷𓂋𓂝𓅪𓏥
Hr-a,in default (?),في الوضع الافتراضي (؟),13,𓁷𓏤𓂝𓏤
Hr-awy,"immediately, straightaway",في الحال، في التو، تواً,13,𓁷𓏤𓂝𓅱𓏭𓁷𓏤𓂝𓏤
Hr wAt nb,on every side,على كل جانب,13,
Hr-m,Why?,لماذا؟,13,𓁷𓏤𓅓𓂝
Hr mw.f,"loyal to him, of god as helper of warring king",موالي له، مُخلص له، لإله باعتباره نصير للملك المحارب,13,𓁷𓏤𓈗𓆑
Hr mw n,loyal to,مخلص لـ، موالي لـ,13,𓁷𓈗𓈖
Hr nb,everyone,الجميع,13,𓁷𓏤𓎟𓀀𓁐𓏪𓁷𓏤𓎟𓀀𓏪
Hr-nbw,Horus of gold (royal title),حورس الذهبي (لقب ملكي)، حورس المنتصر على ست (لقب ملكي),13,𓅉
Hrt-nbw,Horus of gold (title of queen),حورس الذهبية (لقب لملكة),13,𓏏𓅉
Hr r n,on the lips of people (a current saying ),على شفاه الناس (مقولة حالية),13,𓁷𓏤𓂋𓏤𓈖
Hr qd,"entirely, altogether, utterly",تماما، كليًا,13,𓁷𓏤𓐪𓂧𓂂𓏛
Hr-tp,on behalf of,بالنيابة عن,13,𓁷𓏤𓁶𓏤
Hry,"who is upon, which is upon, who is higher, upper, having authority over, headman",الذي على ....، الذي هو أعلى، أعلى، له سلطة على، رئيس,13,𓁷𓂋𓏭𓇯𓁷𓇯𓁷𓂋𓁷𓂋𓇯𓀀
Hr(y)-ib,"which is in the middle of, which is in the midst of, who dwells in (of god or king), middle (n.), inmost part (of someone)",الذي في وسط، الساكن في (للإله أو الملك)، في اعماق (شخص)، وسط,13,𓁷𓄣
Hry iHw,stable-master,المسؤول عن الاسطبل,13,𓁷𓂋𓇋𓎛𓅱𓉐
Hry-wDb,master of the largess,سيد الِهبات,13,𓁷𓈆
Hry mrw,foreman of weavers,كبير النساجون,13,𓇯𓈘𓀀𓁐𓏥
Hry-Xt.f,an offering-loaf,رغيف قرابين,13,𓁷𓂋𓇯𓄡𓏏𓆑𓈀
Hry-sA,kind of cattle,نوع من الماشية,13,𓁷𓂋𓐟𓏤𓃾𓁷𓐠𓏤𓁷𓂋𓐟𓃒
Hry sStA,master of secrets (a title),المسؤول عن الأسرار (لقب),13,𓁷𓂋𓋴𓈙𓏏𓍔𓏛𓏥
Hry-S.f,Arsaphes (name of divinity),حرى - شف (إسم إله),13,𓁷𓂋𓇯𓈙𓈇𓆑𓅆𓁷𓂋𓈙𓆑𓅆
Hry-tA,survivor,ناجي,13,𓁷𓂋𓇯𓇾𓈇𓏤𓀀
Hry-tp,"who is upon, having authority over, chief, headman, master (of servants)",الذي على، له سلطة على، رئيس، كبير (الخدم),13,𓁷𓂋𓏭𓁶𓏤𓁷𓁶𓁷𓂋𓇯𓁶𓏤
Hryw rnpt,the five epagomenal days,خمسة ايام النسيء (الخمسة ايام المضافة للتقويم المصري),13,𓆳𓏏𓏥𓏮𓁷𓂋𓅱𓆳𓏏𓏤𓏤𓏤𓏤𓏤𓁷𓅱𓁷𓂋𓅱𓆳𓏏
Hryw Say,"bedouin, sand dwellers",ساكني الصحراء، بدو,13,
Hryt,"terror, dread, respect",رعب، مهابة,13,𓁷𓂋𓇌𓏏𓐡𓂡𓏥𓁷𓂋𓇌𓏏𓐡𓅪𓏥𓐡𓏏𓏥𓐡𓇌𓏏𓏥𓁷𓂋𓇌𓐡𓏥𓎛𓁷𓂋𓏏𓀜𓏪𓎛𓁷𓂋𓏏𓐡𓀜𓏪𓁷𓂋𓇋𓇋𓏏𓐡
Hry(t)-ib,terror,رعب,13,
Hrw,"upper part, top",الجزء العلوي، أعلى,13,𓁷𓂋𓅱𓇯𓁷𓂋𓍢𓁷𓂋𓇯
Hrw-r,"apart from, beside, as well as",,13,𓁷𓂋𓍢𓐡𓈐𓂋𓈐𓂋
Hrf,kind of bread,نوع من الخبز,13,𓁷𓆑𓈀
Hrrt,flower,زهرة,13,𓁷𓂋𓂋𓏏𓆰
Hrst,carnelian (?),عقيق (؟),13,𓁷𓂋𓋴𓏏𓈒𓏥
Hrqt,vessel,اناء,13,𓈎𓂋𓎛𓏏𓏋𓈎𓂋𓎛𓏏𓎺
Hrqt,"serpent-spirit (as a guardian of a place), serpent-spirit (epithet of princes of ancient family), serpent figures in gold (pl.)",روح افعى (كحارس لمكان)، روح افعى (نعت لامراء الاسرة القديمة)، اشكال افاعى من الذهب (في حالة الجمع),13,𓈎𓂋𓎛𓏏𓆗𓈎𓂋𓎛𓏏𓆇𓈎𓂋𓎛𓏏𓅆
Hrt,"tomb, necropolis",مقبرة، جبَّانة,13,𓁷𓂋𓏏𓈉𓁷𓂋𓏏𓉯𓁷𓂋𓏏𓇯𓈉
Hrt,"sky, heaven",سماء، الجنة,13,𓁷𓂋𓏏𓇯𓁷𓏏𓇯
Hrt,Horus (of queen),حورس (لقب للملكة),13,𓅃𓏏
Hrt-ib,central Hall (of temple),القاعة المركزية (في المعبد),13,𓁷𓄣𓏏𓉹
Hrt.f nt Dt,his eternal tomb,مقبرته الأبدية,13,
Hrt-S,garden,حديقة,13,𓁷𓂋𓇯𓈙𓈅𓏤
Hrty,travel by land,يسافر بَرًا,13,𓁷𓂋𓏏𓏭𓂻𓁷𓂋𓏏𓂻
Hrtt,lump (of lapis lazuli),قطعة (من اللازورد),13,𓁷𓏏𓏏𓂂𓁷𓂋𓏏𓏏
HH,breaking the force (?) ( of a wave in wreck - used of mast),يكسر عنفوان (؟) (موجة في تحطم القارب - يستخدم لوصف الصاري),13,𓎛𓎛𓀙𓀜
HH,"HH(name of a divinity), million, a great number",حح (اسم إله)، مليون، اعداد كبيرة,13,𓁨
HHy,"seek, search for, be missing (from)",يبحث عن، مفقود من,13,𓎛𓎛𓏭𓂻𓎛𓎛𓂻
Hs,be cold,يكون بارد,13,𓎛𓎿𓋴𓊡
Hs,excrement,براز,13,𓎛𓋴𓐎𓏥
HsA,dough,عجين,13,𓎛𓊃𓅭𓎛𓅭𓎛𓊃𓅭𓄿𓏌𓏥
HsA,mucus,مخاط,13,𓎛𓋴𓐟𓄿𓈗
HsA,"milk, mucus, dough",لبن، مخاط، عجين,13,𓎛𓊃𓅭𓄿𓈗
HsAt,name of a divinity (a cow goddess),اسم إلهة (على شكل بقرة),13,
Hsi,sing,يُغَنِّي,13,𓎛𓋴𓂝𓎛𓎿𓊃𓏭𓀁𓎛𓎿𓋴𓀁
Hsi,"turn back (to a place), turn away (the evil doer), face aggressively, face an enemy",يُعيد (الى مكان)، يصُد (فاعل شر)، يواجه بقوة، يواجه عدو,13,𓎛𓎿𓊃𓂻𓎿𓋴𓂻𓎛𓎿𓋴𓏭𓂻
Hsi,spin (yarn),يغزل (الخيط),13,𓎿
Hsy,"favoured one, praised one",المؤيد، المُمتَدَح,13,𓎛𓎿𓊃𓇌𓀁𓀀𓎛𓎿𓊃𓅱𓀁𓎛𓎿𓊃𓀀𓎿𓋴𓇌𓀀
Hsy,"favour (someone), praise (someone)",يمتدح (شخص)، يؤيد (شخص),13,𓎿𓎿𓊃𓀁𓎿𓎿𓏛
Hsyt,concubines,محظيات,13,𓎛𓎿𓇌𓏏𓏥
Hsw,spell (for protection against water),تعويذة (للحماية من المياه),13,𓎛𓎿𓊃𓅱𓊛𓈗
Hsw,minstrel,موسيقي متجول، مُنشِد,13,𓎛𓋴𓂢𓅱𓀀𓎛𓎿𓊃𓎿𓅱
Hswt,"favours, praises",مدائح,13,𓎿𓎿𓎿
Hswti,favourite (adj.),مُفَضَّل,13,𓎛𓎿𓊃𓅱𓍘𓇋𓎿𓎿
Hsb,workman,عامل,13,𓐎𓏤𓀀
Hsb,kind of bread,نوع من الخبز,13,𓎛𓋴𓃀𓐎𓏤𓈀
Hsb,"count, reckon, reckon with (offenders)",يَعِد، يَحسِب,13,𓎛𓋴𓃀𓐎𓏛𓐎𓏛
Hsb,"break, smash, fracture (n.)",يكسر، يحطم، كسر,13,𓎛𓋴𓃀𓏴𓎛𓋴𓃀𓐎𓐎𓏤
Hsb,"¼ (num.), ¼ aroura",¼، وحدة لقياس مساحة الأرض (¼ أرورا),13,𓏴
Hsbw,doom,يحكم بالفشل,13,𓐎𓅱𓀐
Hsbw,reckoning,حساب,13,𓎛𓋴𓃀𓅱𓐎𓏛𓐎𓏛
Hsp,garden,حديقة,13,𓎛𓊃𓊪𓈈𓎛𓋴𓊪𓈇𓏤
Hsmn,food of some kind,نوع من الطعام,13,𓎛𓊃𓏠𓈖𓏒𓏥
Hsmn,menstruation,طمث,13,𓎛𓋴𓏠𓈖𓍖𓂐𓍖𓈖𓂐
Hsmn,bronze,برونز,13,𓎛𓋴𓏠𓈖𓍖𓈒𓏥𓍖𓈔𓈓𓍖𓈓
Hsmn,natron,ملح النطرون,13,𓎛𓋴𓏠𓈖𓍖𓈒𓏥𓎛𓊃𓏠𓈖𓊺
Hsq,"cut off (head, heart, ...etc), behead (man or animal)",يقطع (رأس)، ينزع (قلب)، يضرب عنق (انسان أو حيوان),13,
Hsqt,chopper,ساطور,13,
Hst,minstrel (f.),مغنية متجولة,13,𓎛𓋴𓂢𓏏𓁐𓎛𓎿𓊃𓏏𓎛𓎿𓇌𓏏𓂢
Hst,"favour (n.), praise (n.)",مديح، تأييد,13,𓎛𓎿𓊃𓏏𓀁𓎿𓋴𓏏𓀁𓎛𓎿𓊃𓏏𓏛𓎿𓏏
Hst,water-jar,جرة ماء,13,𓎿𓏏𓏤𓎛𓎿𓋴𓏏𓏌
Hsty,praise (n.),مديح,13,𓎛𓎿𓏏𓏮𓀁
HqA,"rule over, govern",يحكم، يسود على,13,𓋾𓈎𓄿𓏛𓋾𓈎
HqA,ruler (god or king),حاكم (إله أو ملك),13,𓋾𓅆𓋾𓀭𓋾𓀵
HqA,ruler,حاكم,13,𓋾𓈎𓄿𓀀𓋾𓀀
HqA-Hwt,district-governor,حاكم منطقة,13,𓋾𓉗𓏏𓊖
HqAy,magician,ساحر,13,𓎛𓂓𓇌𓏛𓀭
HqAw,name of a divinity (god of magic),اسم إله السحر,13,𓎛𓂓𓏛𓏪𓀭𓄖𓊾
HqAt,corn-measure (of 4.54 litres),مكيال للذرة (4.54 لتر),13,𓋾𓈎𓏏𓌽𓌿𓌙𓌽𓌽𓏏𓏤𓌽
HqAt,rulership,الإمامة، الرئاسة,13,𓋾𓈎𓏏𓏛
HqAt,sceptre,صولجان,13,𓋾𓏏𓏤𓋾𓈎𓏏𓎛𓈎𓏏𓋾
Hqr,"hungry man, fasting man",رجل جائع، رجل صائم,13,𓎛𓈎𓂋𓀁𓀀𓎛𓈎𓂋𓅪𓀀
Hqr,"be hungry, hunger (n.), to fast",يجوع، جوع، يصوم,13,𓎛𓈎𓂋𓅪𓎛𓈎𓂋𓀀
Hqt,name of a divinity (the frog goddess),اسم إلهة (على شكل ضفدعة),13,𓎛𓈎𓏏𓆏𓎛𓈎𓏏𓁐𓎛𓈎𓏏𓏯𓅆𓋾𓈎𓏏𓆗
HkAw,"magic, magic spells",سحر، تعويذة سحرية,13,𓎛𓂓𓄿𓍢𓀁𓏪𓎛𓂓𓄿𓀁𓏰𓏰𓏰𓎛𓂓𓏥
Hkn,"be joyful, acclaim (someone)",يُبهِج، يمتدح (شخص),13,𓎛𓎡𓈖𓏛𓎛𓎡𓈖𓏌𓅱𓀁
Hknw,a sacred oil,زيت مقدس,13,𓎛𓎡𓏌𓎯𓎛𓎡𓈖𓏌𓍢𓈒𓏥
Hknw,"a praise (to god or to a king), thanksgiving",مديح (لإله أو لملك)، شُكر,13,𓎛𓎡𓈖𓏌𓅱𓀁𓎛𓎡𓏌𓏛
Ht,become entangled (of hair),يصبح متشابك (الشعر),13,𓎛𓏏𓁸𓂡
HtA,"shabby, threadbare, wrinkled",بال، رث، مجعد,13,𓎛𓏏𓍔𓄿𓍱
HtA,sail (n.),شراع,13,𓎛𓏏𓍔𓄿𓊡𓎛𓏏𓍔𓄿𓋳
HtAw,wrinkles (?),تجاعيد (؟),13,𓎛𓏏𓍔𓄿𓅱𓅪𓏥
HtAw,awning,سقيفة، مظلة,13,𓎛𓏏𓍔𓄿𓅱𓊡𓎛𓏏𓍔𓄿𓋳𓏪
Hty,smoke,دخان,13,𓎛𓏏𓏭𓊮
Htyt,throat,حلق، حنجرة,13,𓎛𓏏𓇌𓏏𓄈𓄹𓎛𓏏𓏏𓄈
Hta,bed,سرير,13,𓎛𓏏𓂝𓆱𓏤
Htw,bowls,سلطانيات,13,𓎛𓏏𓅱𓎺𓏥
Htp,"satisfy, make content, pacify, occupy (throne), occupy (heritage), rest in (tomb), rest in (tomb, hall), assume (titulary)",يُرضي، يُسعِد، يهدئ، يتولى (العرش)، يتولى (الإرث)، يرقد (في المقبرة)، يتخذ (القاب),13,𓊵𓏏𓊪𓎛𓊵𓏏𓊪𓊵𓏏𓊪𓏛𓊵
Htp,"be pleased (with), be happy, be gracious (to), pardon (someone), be peaceful (of years), be at peace, become calm (of sky after storm), rest (in), go to rest (of sun), set (of sun)",يرضى (بـ)، يسعَد، يكون رؤوف (بـ)، يعفو (عن شخص)، هانئ (السنين)، في سلام، تهدأ (السماء بعد العاصفة)، يرتاح (في)، تغرُب (الشمس),13,𓊵𓏏𓊪𓎛𓊵𓏏𓊪
Htp,boon (in the funerary formulaHtp-di-nsw),هبة (في صيغة القرابينHtp-di-nsw),13,𓊵
Htp,offerings,قرابين، تقدمات,13,𓊵𓏐𓏊𓊵𓈀𓏪
Htp,alter,مذبح,13,𓊵𓏤𓊵𓏏𓊪
Htp wsxt,forecourt offerings,قرابين الباحة الامامية,13,
Htp m anx,"set (of sun), go to rest (die of people)",يغرب (للشمس)، يرتاح (يموت للاشخاص),13,𓊵𓏏𓊪𓅓𓋹𓈖𓐍
Htp-di-nsw,boon which the king grants,هبة يمنحها الملك,13,𓇓𓏏𓊵𓏙𓁂
Htpyw,non-combatants,من غير المقاتلين,13,𓊵𓏏𓊪𓇌𓅱𓏪𓊵𓏏𓊪𓇌𓀀𓏪𓊵𓇌𓏛𓏥
Htpw,"peace, contentment, good pleasure",سلام، رضا، مسرة,13,𓊵𓏏𓊪𓅱𓏛𓏥𓎛𓊵𓏏𓊪𓊵𓏏𓊪𓏛𓊵𓊵𓊵𓊵𓏥
Htpw-nTr,god’s offerings,قرابين الإله,13,𓊹𓊵𓏏𓊪𓍢𓈀𓏥𓊵𓏏𓊪𓊹𓏐𓏊𓈀
Htpt,bundle (of herbs),حزمة (من العشب),13,𓊵𓏏𓊪𓏏𓆰
Htpt,"graciousness, peace, mercy",فضل، سلام، رحمة,13,𓊵𓏏𓊪𓏏𓏛
Htptyw,the peaceful ones (the blessed dead),المطمئنين (الموتى المباركين),13,𓊵𓏏𓊪𓅂𓈀𓀭𓏥
Htptyw,bowl for bread-offerings,سلطانية لخبز التقدمة,13,𓊵𓏏𓊪𓏏𓏊
Htm,quench thirst,يروي الظمأ,13,𓎛𓍃𓂜𓅭𓎛𓏏𓍃𓂜𓎛𓏏𓍃𓅓𓅭
Htm,"perish, be destroyed, destroy (enemies)",يَفنى، يهلَك، يدمِّر (الأعداء),13,𓎛𓍃𓅓𓅯𓅪𓎛𓏏𓍃𓅓𓅪𓎛𓊨𓏏𓍃𓎛𓊨𓏏𓎛𓊨𓐝𓅪
Htm,provide (with),يزوِّد (بـ),13,𓎛𓊨𓏏𓅓𓅭𓏛𓎛𓏏𓍃𓏛
Htmt,chair,كرسي,13,𓎛𓊨𓏏𓆱
Htr,"bind together, be contracted",يربط معاً، ينقبض,13,𓎛𓏏𓂋𓍢
Htr,"tax (vb. and n.), levy (vb. and n.), provide (a temple with workmen)",ضريبة، يفرض ضريبة، يزود (معبد بالعمال),13,𓎛𓏏𓂋𓆵𓏛𓎛𓏏𓂋𓆶𓀁𓎛𓏏𓂋𓏛
Htr,"span (of horses), horses (when inspanned), chariotry",زوج (من الخيل)، خيل ( مربوط لجر العربة)، عجلة حربية,13,𓎛𓏏𓂋𓃗𓎛𓏏𓂋𓆵𓏥
Htr,yoke of oxen,زوج من ثيران الحرث، نير,13,𓎛𓏏𓂋𓃒
Htrw,lashings,الربط بالحبل,13,𓎛𓆵𓂋𓅱𓍢𓍢𓍢
Hts,"bring to an end (period of time), complete (period of time), celebrate (festival)",ينهي (فترة زمنية)، يكمل (فترة زمنية)، يحتفل (باحتفال),13,𓎛𓏏𓐬𓋴
Htt,"mine, quarry",منجم، محجر,13,𓎛𓏏𓏏𓉐𓎛𓍿𓏏𓉐𓉗𓏏𓏏𓈉𓉗𓏏𓉐
HTA,Kind of bread,نوع من الخبز,13,𓎛𓅷𓎺
HTt,hyaena,ضبع,13,𓎛𓍿𓏏𓃥𓎛𓏏𓏏𓃥
HTT,carry under the arm,يحمل تحت الذراع,13,
HTTt,armpit,إبط,13,𓎛𓍿𓍿𓏏𓂢
Hdb,"overthrow, be prostrate",يسقط، ينبطح,13,𓎛𓂧𓃀𓀒𓂡𓎛𓆓𓃀𓀒𓎛𓂧𓃀𓏴𓂡
Hdb,"sit (on), seat (onesealf), halt (at)",يجلس (على)، يُجلِس (نفسه)، يتوقف (عند),13,𓎛𓂧𓃀𓂻
HD,chapel,معبد صغير,13,𓌉𓏤𓉐
HD,white clothes,ملابس بيضاء,13,𓌉𓆓𓇳𓋳
HD,"silver, (later also as term for) money",فضة، نقود (في عصور متأخرة),13,𓌉𓋞𓈓𓋠
HD,set forth at dawn,يغادر فجرا,13,𓌉𓆓𓇳𓂻𓌉𓆓𓂻
HD,"white, bright",أبيض، ساطع,13,𓌉𓆓𓇳𓌉𓇳𓌉𓆓𓇶𓎛𓌉𓆓𓇶𓌉
HD,mace,صولجان,13,𓌉𓏤𓌋𓏤
HD ib,"be upset (?), annoyed (?)",متضايق (؟),13,𓌉𓆓𓏴𓄣𓏤
HD Hr,bright of face (cheerful),مضيء الوجه (مبتهج),13,𓌉𓆓𓇳𓁷𓏤
HD tA,dawn (the land becomes bright),الفجر (الأرض تصبح مضيئة),13,𓌉𓆓𓇳𓇾𓈇𓏤
HDi,"damage (n.), destruction",دمار,13,𓌉𓆓𓏴𓎛𓆓𓏴𓌉𓆓𓏴𓅪𓌌𓏴𓅪
HDi,"injure, destroy, disobey, annul (a contract), upset (concerted action), waste (time), eclipse, be destroyed, perished, be lacking, fail",يجرح، يدمِّر، يعصى، يبطل (تعاقد)، يُهدِر (وقت)، يفوق (شيء),13,𓌉𓆓𓏴
HDw,onions,بصل,13,𓌉𓆓𓍢𓆰𓏫𓌉𓆰𓈓
HDt,white (of the eye),بياض (العين),13,𓌌𓏏𓇶
HDt,the white crown,التاج الأبيض,13,𓌉𓏏𓋒𓌋𓏏𓋑𓋒𓋑
HDt,white linen,كتان أبيض,13,𓌉𓏏𓋳𓌉𓏏𓏰𓍱𓏫𓌋𓏏𓋳
HDty,white sandals,صندل أبيض,13,𓌉𓏏𓏭𓋸𓋸
HDDwt,brightness,سطوع,13,𓌉𓆓𓆓𓅱𓏏𓇶𓏪𓌍𓏏𓅱𓇶𓏥
x,"placenta (?), child, be a child",مشيمة (؟)، طفل، يكون طفل,14,𓐍𓏤𓀔𓐍𓇌𓀔
xA,"Office, bureau",مكتب,14,𓆼𓄿𓉐𓆼𓉐𓆼𓄿𓉹𓐍𓉹𓉹𓐍𓄿𓉐𓏤
xA,"Be young, little",شاب، صغير,14,𓆼𓄿𓀔𓅪
xA,Number: 1000,رقم 1000,14,𓆼
xAi,"Measure, examine (patient)",يقيس، يفحص (مريض),14,𓆼𓄿𓂡𓐍𓆼𓄿𓌽𓆼𓇌𓂷𓂡𓆼𓌽𓂡𓂡
xAy,Altar,مذبح,14,𓆼𓄿𓇋𓇋𓊯
xAy,"Plumb-line, rule (of conduct)",شَاقُول، قاعدة (التصرف),14,𓆼𓄿𓇌𓌙𓌙𓍢𓆼𓄿𓇌𓍢
xAyw,Measurements,قياسات,14,𓆼𓄿𓇌𓌙𓌙𓏛𓏥
xAyt,Disease,متوفى,14,𓆼𓄿𓇌𓏏𓐎𓅪𓏥𓆼𓄿𓏏𓐎𓅪𓏥𓐍𓆼𓄿𓏏𓐎
xAyt,"Slaughter, massacre",يذبح، مجزرة,14,𓆼𓇌𓏏𓀒𓆼𓏏𓏥
xAa,Urination,يتبول,14,𓆼𓄿𓂝𓂺
xAa,"Throw, strike down (with disease), cast off (bonds), abandon (property), dispatch (messages), thrust, harpoon (hippopotamus), play (?) (fish), drip (sweat)",يرمي، صَرَعَ (المرض)، يهمل أو ينبذ (صلة)، يهجر (ممتلكات)، إرسال (رسائل)، أقحم، رمح (لفرس النهر)، لعب (؟) (يصطاد)، يتقطر (عرق),14,𓆼𓄿𓂝𓂡𓆼𓄿𓂝𓂻𓆼𓂝𓂻𓐍𓆠𓄿𓂝𓐍𓆠𓂝𓐍𓆼𓄿𓂝𓂡𓆼𓄿𓂝𓂷𓆼𓄿𓂝𓐎
xAaw,Discharges,إخلاء سبيل,14,𓆼𓄿𓂝𓅱𓂻𓏥
xAw,Bowl,طبق، قصعة,14,𓆼𓅱𓎺𓐍𓆼𓄿𓎺𓏤
xAw,"Plants, flowers",نباتات، ورد,14,𓆼𓅱𓆰𓏥𓆼𓅱𓆱𓏥𓆼𓆼𓆼𓆰𓆰𓆰𓆼𓄿𓅱𓆰𓏥𓆼𓏤𓆰𓏥
xAw,Thousands,آلاف,14,𓐍𓆼𓄿𓅱𓏥𓆼𓏤𓏥
xAwy,Benighted traveler,مسافر ليلاً,14,𓆼𓄿𓍢𓏭𓇱𓏛𓀀
xAwy,night,ليل,14,𓆼𓄿𓅱𓏭𓇱𓐍𓆼𓄿𓅱𓇱𓇱
xAwt,Hide (of animal),جلد (حيوان),14,𓐍𓆼𓄿𓅱𓏏𓄛
xAwt,Alter-chamber,حجرة المذبح,14,𓊰𓏏𓉐𓏥
xAwt,Altar,مذبح,14,𓐍𓆼𓄿𓅱𓏏𓊯𓆩𓏏𓊯𓆼𓐍𓏏𓏏𓊰𓏏𓊰𓏤
xAb,Be bent (of arm),يحني (الذراع),14,𓐍𓆼𓄿𓃀𓏴
xAb,Hippopotamus,فرس النهر,14,𓆼𓄿𓃀𓃯
xAbAs,The starry sky,سماء مزدانة بالنجوم,14,𓆼𓅡𓋴𓇼𓇼𓇼𓆼𓃀𓋴𓅱𓇼𓏥
xAbb,Crookedness,اعوجاج,14,𓆼𓄿𓃀𓃀𓄒𓄒
xAm,"Bend (arm in attitude of respect), bow down",يثني (الذرع في وضع الاحترام)، ينحني,14,𓐍𓆼𓄿𓅓𓂢𓆼𓄿𓅓𓀜𓆼𓄿𓅓𓂘𓆼𓄿𓂢𓆼𓄿𓅓𓂢𓂡
xAnnt,Date-palm,نخلة,14,
xAr,Blot (?) (of horses),لطخة، وصمة ( للخيل),14,𓆼𓂋𓂻
xAry,Be wifeless,عازب، غير متزوج,14,𓆼𓄿𓂋𓏭𓁸
xArw,Khorian,خوري,14,𓆼𓃭𓅱𓀏
xArw,Noun of location: Khor (in Palestine-Syria),اسم مكان: خور (في فلسطين-سورية),14,𓆼𓄿𓃭𓏤𓌙𓈉𓆼𓃭𓈉
xArt,Widow,أرملة,14,𓆼𓄿𓂋𓏏𓅪𓀭𓆼𓄿𓂋𓏏𓁐
xAx,Spear (fish),رمح أو حربة (للسمك),14,𓆼𓄿𓐍𓂝
xAx,"Be speedy, swift, hasten, hurry",يسرع,14,𓆼𓄿𓐍𓂻𓆼𓐍𓂻𓐍𓆼𓄿𓐍𓂻𓐍𓐍𓆼𓂻
xAxA,Winnow,ينخل، يغربل,14,𓆼𓄿𓆼𓄿𓊡𓂝
xAs,Curl on front of red crown (?),الملك المثنى في مقدمة التاج الأحمر,14,𓆼𓄿𓋴𓍢
xAs,"Creek (?), runnel (?)",جدول ماء (؟)، ساقية (؟),14,𓆼𓄿𓊃𓏴𓈇𓏤𓐍𓊃𓈅𓏤
xAs,Scramble,يتدافع أو يزحف (؟),14,𓆼𓄿𓊃𓂻
xAsy,bribe,رشوة,14,𓐍𓊃𓏭𓆰𓐍𓊃𓐠𓏭𓏭𓏭𓅪
xAswt bStt,rebellious lands,الاراضي المتمردة,14,𓈉𓏏𓏥𓃀𓈙𓏏𓏏𓂉𓏥
xAst,"Hill-country, foreign land, desert",بلد مرتفعة، أرض أجنبية، صحراء,14,𓈉𓏏𓏤𓆼𓋴𓏏𓈉𓆼𓐍𓋴𓍿𓈉𓐍𓆼𓋴𓏏𓈉
xAstyw,"Foreigners, desert-dwellers",أجانب، ساكنو الصحراء,14,𓈖𓏏𓏤𓌙𓀀𓁐𓏥𓈉𓏏𓅂𓌙𓀀𓏥𓈉𓅂𓏏𓀏𓏪
xAt,Corpse,جثة، رفات,14,𓆼𓄿𓏏𓐎𓏥
xAt,Marsh,مستنقع,14,𓆼𓄿𓏏𓈇𓏤
xAty,Office,مكتب,14,𓆼𓏏𓏭𓉐
xAtb,Have pity,يشفق,14,𓐍𓆼𓄿𓏏𓃀𓂡
xAd,dough,عجين,14,𓆼𓄿𓆓𓈒𓈒𓈒
xy,What,ما، ماذا,14,𓐍𓏭
xyt,shelter,ملاذ، ملجأ,14,𓐍𓇌𓏏𓉐
xa,hill,تل,14,𓈍𓏤
xai,"rise (of sun), appear in glory (of god or king especially of king’s accession), be shining (of king)",يشرق (الشمس)، يتجلى (الملك أو الإله وخصوصاً اعتلاء الملك للعرش)، يتألق (الملك),14,𓈍𓂝𓏛𓐍𓂝𓈍
xaw,"Weapons, funeral furniture, tomb-equipment, tackle (of ship), utensils, implement (in general)",أسلحة، أثاث جنزي، تجهيزات مقبرة، بكارة وعدة (للمركب)، الماعون، أداة (بصفة عامة),14,𓈍𓂝𓍢𓆱𓏥𓈍𓂝𓅱𓏛𓏥𓈍𓂝𓈔𓏥𓈍𓆱𓏥𓈍𓏥
xaw,Crown,تاج,14,𓈍𓂝𓍢𓋙𓈍𓂝𓍢𓏯𓏥𓈍
xaw,Appearance in glory,يتجلى,14,𓈍𓂝𓅱𓏛𓏥𓈍𓂝𓏛𓏥𓈍𓂝𓏥
xaw aHA,weapons of war,اسلحة الحرب,14,
xaw nw r-a-xt,weapons of war,اسلحة الحرب,14,
xamw,Throat,حنجرة,14,𓐍𓂝𓅓𓍢𓄈𓄹𓐍𓂝𓅓𓄈𓄹
xar,Rage,يغضب على,14,𓈍𓂝𓂋𓂡
xw,fan,مروحة,14,𓐍𓂤𓅱𓋽𓋽
xw,Protection,حماية,14,𓐍𓂤𓅱𓏛𓏥
xw,Unique,فريد,14,𓐍𓐍𓐍
xw mk,guarded and protected,محروس ومحمي,14,
xwi,"Protect, exclude (from quarrels), exempt (from dues), set aside (property), avoid, prevent",يحمي، يقصي (من شجار)، معفي أو مستثنى (من الضرائب)، أَفْرَدَ (ملكية)، يتجنب، يمنع,14,𓐍𓂤𓅱𓏛𓐍𓂤𓐍𓂤𓏛𓏭𓅱𓐍𓐍𓐍𓂡𓐍𓅱
xww,"Baseness, wrongdoing",دناءة,14,𓐍𓂤𓅱𓅱𓅪𓏥𓐍𓂝𓅱𓅪
